"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"OFC^L","Corporate Office Properties Trust","24.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofc^l",
"CXW","Corrections Corporation of America","32.55","3770866331.4","n/a","n/a","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/cxw",
"CZZ","Cosan Limited","12.4","3356523574","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/czz",
"CMRE","Costamare Inc.","19.56","1463088000","n/a","2010","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cmre",
"CMRE^B","Costamare Inc.","23.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^b",
"CMRE^C","Costamare Inc.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmre^c",
"COT","Cott Corporation","8.03","758232822.27","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","14.74","5663962728.38","n/a","2013","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/coty",
"CCSC","Country Style Cooking Restaurant Chain Co., Ltd.","11.175","295900634.7","n/a","2010","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/ccsc",
"CFC^A","Countrywide Financial Corporation","25.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfc^a",
"CFC^B","Countrywide Financial Corporation","25.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfc^b",
"CUZ","Cousins Properties Incorporated","11.1","2105270211.3","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cuz",
"CUZ^B","Cousins Properties Incorporated","24.88","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuz^b",
"CVD","Covance Inc.","102.34","5748356951.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cvd",
"CVA","Covanta Holding Corporation","18.1","2362115033.3","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/cva",
"COV","Covidien plc.","71","31972504089","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cov",
"CPF","CPB Inc.","18.6","782895948","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpf",
"CPL","CPFL Energia S.A.","14.23","6846581359.9","n/a","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpl",
"ZY^A","Cqs Test Secid","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zy^a",
"CR","Crane Company","66.21","3850176452.01","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/cr",
"CRD/A","Crawford & Company","7.8","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crd/a",
"CRD/B","Crawford & Company","8.45","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crd/b",
"BAP","Credicorp Ltd.","133.97","10685447200","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bap",
"CS","Credit Suisse Group","31.45","50081013494.25","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cs",
"CPG","Crescent Point Energy Corporation","35.5","14022271593","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CEQP","Crestwood Equity Partners LP","12.72","2302377468.96","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceqp",
"CRH","CRH PLC","27.38","20077927342.78","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/crh",
"CRT","Cross Timbers Royalty Trust","30.77","184620000","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CCI","Crown Castle International Corporation","75.02","25061965534.1","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/cci",
"CCI^A","Crown Castle International Corporation","101.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cci^a",
"CCK","Crown Holdings, Inc.","44.25","6109123936.5","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cck",
"CRY","CryoLife, Inc.","10.19","281351514.69","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cry",
"CSS","CSS Industries, Inc.","27.27","253470232.26","n/a","n/a","Consumer Services","Consumer: Greeting Cards","http://www.nasdaq.com/symbol/css",
"CST","CST Brands, Inc.","30.46","2302782213.84","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cst",
"CSX","CSX Corporation","27.53","27906455158.33","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/csx",
"CTS","CTS Corporation","19.14","644870851.68","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/cts",
"CUBE","CubeSmart","17.13","2314621702.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cube",
"CUBE^A","CubeSmart","25.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cube^a",
"CUB","Cubic Corporation","52.82","1414732200.5","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cub",
"CFR","Cullen/Frost Bankers, Inc.","74.71","4519795568.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfr",
"CFR^A","Cullen/Frost Bankers, Inc.","21.89","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cfr^a",
"CFI","Culp, Inc.","19.9","243775597","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/cfi",
"CMI","Cummins Inc.","142.12","26628201240.96","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CW","Curtiss-Wright Corporation","63.8","3022073168.4","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cw",
"CSI","Cutwater Select Income Fund","18.51","198216130.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/csi",
"CVT","CVENT, INC.","38.88","1592301939.84","n/a","1987","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvt",
"CVI","CVR Energy Inc.","37.66","3270057343","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"UAN","CVR Partners, LP","17.92","1309558620.16","n/a","2011","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/uan",
"CVRR","CVR Refining, LP","20.97","3095172000","n/a","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CVS","CVS Corporation","69.9","83198766273.3","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"CYNI","Cyan, Inc.","3.48","161586429.36","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/cyni",
"CELP","Cypress Energy Partners, L.P.","24.8","293284800","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"CYS","CYS Investments, Inc.","8.59","1433621538.78","n/a","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cys",
"CYS^A","CYS Investments, Inc.","22.47","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^a",
"CYS^B","CYS Investments, Inc.","21.7","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cys^b",
"CYT","Cytec Industries Inc.","92.07","3264999321.87","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cyt",
"DHI","D.R. Horton, Inc.","23.62","7642683978.22","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/dhi",
"DAN","Dana Holding Corporation","20.2","2967465062.2","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dan",
"DHR","Danaher Corporation","76.43","53286983006.9","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dhr",
"DAC","Danaos Corporation","6.95","762090872.85","n/a","2006","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dac",
"DQ","DAQQ New Energy Corp.","40.65","285711126.6","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/dq",
"DRI","Darden Restaurants, Inc.","48.38","6350570365.74","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dri",
"DAR","Darling International Inc.","19.9","2352481803.4","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dar",
"DVA","DaVita healthCare Partners Inc.","66.37","14116899000","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dva",
"DPM","DCP Midstream Partners, LP","48.96","4269591512.64","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dpm",
"DCT","DCT Industrial Trust Inc","7.6","2409717681.6","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dct",
"DDR","DDR Corp.","16.32","5862860105.28","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ddr",
"DDR^H","DDR Corp.","25.369","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^h",
"DDR^J","DDR Corp.","22.6299","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^j",
"DDR^K","DDR Corp.","21.74","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddr^k",
"DF","Dean Foods Company","14.68","1385853861.52","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/df",
"DE","Deere & Company","85.84","31878158559.52","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/de",
"DEX","Delaware Enhanced Global Dividend","11.92","189094290.8","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/dex",
"DDF","Delaware Investments Dividend & Income Fund, Inc.","9.34","88160661.62","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/ddf",
"DKL","Delek Logistics Partners, L.P.","33.6","807612254.4","n/a","2012","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","29.36","1765764657.28","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/dk",
"DLPH","Delphi Automotive plc","64.12","19730849947.2","n/a","2011","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","31.34","26812808004.56","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/dal",
"DEL","Deltic Timber Corporation","64.06","812217957.14","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/del",
"DLX","Deluxe Corporation","46.19","2332584052.97","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/dlx",
"DMD","Demand Media Inc.","5.6","504434196","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/dmd",
"DWRE","DEMANDWARE, INC.","71.51","2465300099","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/dwre",
"DNR","Denbury Resources Inc.","16.24","5955031081.44","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dnr",
"HXM","Desarrolladora Homex","2.01","112176936.21","n/a","2004","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/hxm",
"DKT","Deutsch Bk Contingent Cap Tr V","27.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dkt",
"DB","Deutsche Bank AG","48.92","49854372000","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/db",
"DTK","Deutsche Bank AG","26.13","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dtk",
"DTT","Deutsche Bank AG","25.02","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dtt",
"DUA","Deutsche Bank AG","24.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dua",
"DXB","Deutsche Bank AG","25.26","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dxb",
"DCE/CL","Deutsche Bk Cap Fdg Tr X","25.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dce/cl",
"DVN","Devon Energy Corporation","62.05","25192300000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dvn",
"DV","DeVry Education Group Inc.","36.66","2319074940","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/dv",
"DHT","DHT Holdings, Inc.","7.94","230585333.56","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dht",
"DEO","Diageo plc","124.07","85427361895.15","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","47.04","6540227473.92","n/a","1995","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/do",
"DRII","Diamond Resorts International, Inc.","17.61","1328822459.22","n/a","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/drii",
"DRH","Diamondrock Hospitality Company","11.85","2316328873.35","n/a","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","12.69","1051256985.3","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dsx",
"DHX","Dice Holdings, Inc.","7.01","394866991","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dhx",
"DKS","Dick&#39;s Sporting Goods Inc","51.65","6496950561.55","n/a","2002","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dks",
"DBD","Diebold, Incorporated","37","2362017285","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","53.39","6857267126.66","n/a","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dlr",
"DLR^E","Digital Realty Trust, Inc.","23.45","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^e",
"DLR^F","Digital Realty Trust, Inc.","22.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^f",
"DLR^G","Digital Realty Trust, Inc.","19.35","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dlr^g",
"DGI","DigitalGlobe, Inc","40.36","3037599423.92","n/a","2009","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dgi",
"DDS","Dillard&#39;s, Inc.","89.7","3940173322.8","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","25.4073","0","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/ddt",
"DIN","DineEquity, Inc","76.55","1456506439.2","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/din",
"DFS","Discover Financial Services","56.92","27141718114.64","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dfs",
"DFS^B","Discover Financial Services","23.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dfs^b",
"DNI","Dividend and Income Fund","15.42","93479077.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dni",
"DLB","Dolby Laboratories","41.39","4227476381.53","n/a","2005","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","57.26","18337811148.72","n/a","2009","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dg",
"DDC","Dominion Diamond Corporation","14.19","1207916371.2","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ddc",
"DOM","Dominion Resources Black Warrior Trust","7.28","57148000","n/a","1994","Energy","Coal Mining","http://www.nasdaq.com/symbol/dom",
"D","Dominion Resources, Inc.","71.11","41274774733.79","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/d",
"DCUA","Dominion Resources, Inc.","57.81","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcua",
"DCUB","Dominion Resources, Inc.","57.84","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dcub",
"DRU","Dominion Resources, Inc.","25.93","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dru",
"DPZ","Domino&#39;s Pizza Inc","72.18","4021787098.26","n/a","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","105.88","4507785730.64","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","42.56","6223666989.12","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/dci",
"DRL","Doral Financial Corporation","11.09","73758436.64","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/drl",
"DSL","DoubleLine Income Solutions Fund","21","0","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","23.4","344405037.6","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/dbl",
"PLOW","Douglas Dynamics, Inc.","15.66","348019289.64","n/a","2010","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","26.49","3777510821.1","n/a","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","86.06","14661677994.08","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dov",
"DDE","Dover Downs Gaming & Entertainment Inc","1.5368","50125578.1536","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dde",
"DVD","Dover Motorsports, Inc.","2.3499","86183014.8816","n/a","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/dvd",
"DPD","Dow 30 Premium","15.4604","185767126.3096","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/dpd",
"DPO","Dow 30 Premium","13.3","370497208.9","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/dpo",
"DOW","Dow Chemical Company (The)","46.71","56652969738.96","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dow",
"DPS","Dr Pepper Snapple Group, Inc","50.3","10092342598.2","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","42.25","7186713803.75","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","4.3","163046626","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/drd",
"DRC","Dresser-Rand Group Inc.","58.7","4478250765.1","n/a","2005","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/drc",
"DW","Drew Industries Incorporated","49.04","1139526836.24","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dw",
"DHF","Dreyfus High Yield Strategies Fund","4.16","301531855.04","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/dhf",
"DMB","Dreyfus Municipal Bond Infrastructure Fund, Inc.","11.03","0","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/dmb",
"DSM","Dreyfus Strategic Municipal Bond Fund, Inc.","7.75","379636780.25","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/dsm",
"LEO","Dreyfus Strategic Municipals, Inc.","7.99","494176698.01","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/leo",
"DRQ","Dril-Quip, Inc.","102.67","4177971049.34","n/a","1997","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/drq",
"DST","DST Systems, Inc.","94.46","3983390857.64","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/dst",
"DSW","DSW Inc.","38.06","3452949502.64","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dsw",
"DTE","DTE Energy Company","71.73","12681666599.04","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dte",
"DTQ","DTE Energy Company","20.83","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtq",
"DTZ","DTE Energy Company","24.67","0","n/a","2011","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dtz",
"DCO","Ducommun Incorporated","24.26","261526899.94","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/dco",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","19.15","726355784.9","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/dpg",
"DNP","Duff & Phelps Utilities Income, Inc.","9.67","2615447269.15","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","14.5917","124306838.217","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","10.41","285930647.61","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/duc",
"DUK","Duke Energy Corporation","71.45","50443225643.45","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/duk",
"DUKH","Duke Energy Corporation","21.944","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","16.27","5300610702.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dre",
"DRE^J","Duke Realty Corporation","23.89","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dre^j",
"DRE^K","Duke Realty Corporation","23.5215","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dre^k",
"DRE^L","Duke Realty Corporation","23.651","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dre^l",
"DNB","Dun & Bradstreet Corporation (The)","97.26","3711474960.18","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/dnb",
"DFT","Dupont Fabros Technology, Inc.","25.95","1679637286.65","n/a","2007","Finance","Real Estate","http://www.nasdaq.com/symbol/dft",
"DFT^A","Dupont Fabros Technology, Inc.","25.2899","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^a",
"DFT^B","Dupont Fabros Technology, Inc.","24.29","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dft^b",
"DHG","DWS High Income Opportunities Fund, Inc.","14.4402","241832440.9134","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/dhg",
"DY","Dycom Industries, Inc.","25.43","858391175.8","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/dy",
"DYN","Dynegy Inc.","21.3","2132112171.9","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/dyn",
"DYN/WS","Dynegy Inc.","1.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dyn/ws",
"DX","Dynex Capital, Inc.","8.43","458835989.49","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/dx",
"DX^A","Dynex Capital, Inc.","24.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^a",
"DX^B","Dynex Capital, Inc.","23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dx^b",
"DD","E.I. du Pont de Nemours and Company","64.5","59733643500","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd",
"DD^A","E.I. du Pont de Nemours and Company","71.6","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^a",
"DD^B","E.I. du Pont de Nemours and Company","87.77","0","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/dd^b",
"SSP","E.W. Scripps Company (The)","18.52","1031393986.4","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/ssp",
"EXP","Eagle Materials Inc","84.55","4221629524.4","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/exp",
"EGP","EastGroup Properties, Inc.","61.64","1887693563.6","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","82.84","12750758977.44","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","30.15","1258291587.15","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kodk",
"KODK/WS","Eastman Kodak Company","14.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk/ws",
"KODK/WS/A","Eastman Kodak Company","14.11","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kodk/ws/a",
"ETN","Eaton Corporation, PLC","72.72","34505640000","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","14.19","0","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","12.01","1279181917.35","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","36.88","4485778792.48","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","13.12","514606402.88","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","13.19","630008782.37","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","15.5","641283205","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/eft",
"EFF","Eaton vance Floating-Rate Income Plus Fund","18.2","138436880.4","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/eff",
"ETX           ","Eaton Vance Municipal Income Term Trust","15.56","171655492.64","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/etx           ",
"EOT","Eaton Vance Municipal Income Trust","19.21","294457276.93","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","11.39","273057014.61","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","11.56","806688971.48","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","15.3","569542897.8","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","7.02","265823581.14","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","15.32","289342650.72","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","19.32","1407189588","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","24.35","353543907.95","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/eto",
